資料版本編號,附屬路線唯一識別代碼,所屬業管機關,營運業者編號,去返程 [0: 去程; 1: 返程; 2: 迴圈; 255: 未知],站牌所屬的站位唯一代碼,站牌所屬的站位代碼,站牌所屬的站名碼,站牌唯一識別代碼,地區既用中之站牌代碼,站牌中文名稱,站牌英文名稱,上下車站別 [0: 可上下車; 1: 可上車; -1: 可下車],路線經過站牌之順序,位置緯度(WGS84),位置經度(WGS84),地理識別碼,市區鄉鎮代碼,市區鄉鎮名稱,站牌位置縣市之代碼,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
VersionID,SubrouteUID,Authority,OperatorNo,Direction,StationUID,StationID,StationNameID,StopUID,StopID,StopNameZh,StopNameEn,StopBoarding,StopSequence,PositionLat,PositionLon,Geohash,TownID,TownName,LocationCityCode,SrcUpdateTime,UpdateTime,InfoDate
1613,TPE108260,Taipei,0303,0,TPE865,865,,TPE39125,39125,新安,Xinan,0,19,25.124937,121.550105,wsqqvvy5,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10142,Taipei,1407,0,TPE2029,2029,,TPE16909,16909,捷運台北101/世貿站(市府),MRT Taipei 101/World Trade Center Sta.(City Hall Rd.),-1,51,25.03376,121.56364,wsqqqjrb,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102780,Taipei,0913,0,TPE5996,5996,,TPE35424,35424,保安街口,Baoan St. Entrance,0,15,25.0598303587356,121.511324126973,wsqqt41b,6,大同區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155894,Taipei,0301,1,TPE575,575,,TPE36419,36419,士林區行政中心(中正),Shilin Admin. Center,0,27,25.0936986773603,121.520293745507,wsqqv20m,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102530,Taipei,0913,0,TPE8404,8404,,TPE203509,203509,基湖路口,Jihu Rd. Entrance,0,9,25.0803452,121.5659313,wsqqwm9x,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157848,Taipei,0301,0,TPE8602,8602,,TPE10747,10747,民權大橋,Minquan Bridge,0,28,25.06702,121.5791,wsqqwe71,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10726,Taipei,0813,0,TPE2300,2300,,TPE17012,17012,國立臺北教育大學,National Taipei University of Education,0,28,25.0246033941802,121.545343325676,wsqqmgdd,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159930,Taipei,0913,1,TPE16023,16023,,TPE10447,10447,南京吉林路口,Nanjing &amp;amp; Jilin Intersection,0,5,25.0520078098529,121.529855025946,wsqqt2x6,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10792,Taipei,0813,0,TPE2327,2327,,TPE17106,17106,復興南路口,Fuxing S. Rd. Entrance,0,10,25.0249140592421,121.542239793699,wsqqmg8k,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107490,Taipei,0813,0,TPE2521,2521,,TPE38053,38053,木南公園,Munan Park,0,8,24.984848805901,121.569957145677,wsqqnkke,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107820,Taipei,0813,0,TPE2538,2538,,TPE38717,38717,興隆國小,Xinglong Elementary School,0,15,25.0012218102124,121.553328388246,wsqqnp26,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10142,Taipei,1407,0,TPE1000554,1000554,,TPE16879,16879,力行國小,Lixing Elementary School,0,33,24.9813802657801,121.559783932422,wsqqn5tp,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157453,Taipei,0913,1,TPE683,683,,TPE20864,20864,永嶺,Yongling,0,30,25.1068495776368,121.545213090496,wsqqvfd9,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159516,Taipei,0813,1,TPE2377,2377,,TPE17689,17689,中興公寓,Zhongxing Apartment,0,41,24.9884116429436,121.556482491508,wsqqnj48,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107710,Taipei,0813,1,TPE2269,2269,,TPE38463,38463,金山潮州街口,Jinshan Chaozhou St. Entrance,0,8,25.028247,121.526085,wsqqmkk8,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10251,Taipei,0913,0,TPE5047,5047,,TPE59886,59886,潭美公園,Tan-mei Park,0,25,25.05964185,121.5856823,wsqqw9zy,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10736,Taipei,0813,1,TPE2413,2413,,TPE17874,17874,武功國小(興隆),Changan Elementary School(Xinglong),0,16,25.004127614735,121.539868514521,wsqqjxye,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10741,Taipei,0813,1,TPE2426,2426,,TPE14743,14743,指南路口,Zhinan Rd. Entrance,-1,14,24.9871941238226,121.570722800802,wsqqnkv0,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10432,Taipei,0301,0,TPE8521,8521,,TPE10727,10727,治磐新村,Zhipan New Village,0,18,25.0829452709661,121.56384168984,wsqqwq0n,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155900,Taipei,0303,1,TPE1000620,1000620,,TPE39176,39176,陽明教養院,Yang Ming Home for the Disabled,0,24,25.110508,121.548654,wsqqvgjp,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107660,Taipei,0813,1,TPE8671,8671,,TPE22559,22559,三民國小,Sanmin Elementary School,0,13,25.06283,121.56362,wsqqw4xc,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159519,Taipei,0301,0,TPE1000112,1000112,,TPE10048,10048,民權吉林路口,Minquan and Jilin Intersection,0,36,25.06254664,121.5300637,wsqqt6rr,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107660,Taipei,0813,1,TPE1496,1496,,TPE22556,22556,中華航空,China Air Lines,0,10,25.06188,121.55578,wsqqw46h,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159401,Taipei,0813,1,TPE2384,2384,,TPE22207,22207,木柵市場,Muja Market,0,32,24.9879719237069,121.568689314716,wsqqnkgt,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157610,Taipei,0303,0,TPE843,843,,TPE11141,11141,華興中學,Huaxing High School,0,11,25.10410142,121.5381247,wsqqvdj3,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155949,Taipei,0301,0,TPE3950,3950,,TPE21768,21768,天母棒球場(忠誠),Tianmu Baseball Stadium(Zhongcheng),-1,52,25.11328,121.53189,wsqqve8z,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10251,Taipei,0913,0,TPE1000209,1000209,,TPE10381,10381,捷運東湖站(南湖高中),MRT Donghu Sta. (Nanhu High School),-1,6,25.066845,121.611416,wsqqx768,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102720,Taipei,0913,0,TPE14419,14419,,TPE20671,20671,淨水廠,Water Purification Plant,0,27,25.13917,121.5496,wsqrjbmw,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159401,Taipei,0813,1,TPE2431,2431,,TPE22197,22197,海巡署,Coast Guard Administration,-1,22,24.9946704139026,121.559493216995,wsqqnnhu,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10328,Taipei,1304,1,TPE1000706,1000706,,TPE14519,14519,光華新村(安康路),Guanghua New Village(Ankang Rd.),-1,40,24.96414395,121.5182441,wsqqj0wf,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159425,Taipei,0813,1,TPE3906,3906,,TPE11533,11533,和平西路一段,Heping W. Rd. Sec. 1,0,16,25.026752,121.51751,wsqqm5yr,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104190,Taipei,0301,0,TPE3391,3391,,TPE192788,192788,捷運三和國中站,MRT Sanhe Juior High School Sta.,0,14,25.07691628,121.4859364,wsqqsmp7,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107490,Taipei,0813,1,TPE2376,2376,,TPE38114,38114,中港抽水站,Zhonggang Pumping Sta.,0,25,24.98616,121.55331,wsqqnh86,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE108260,Taipei,0303,0,TPE854,854,,TPE39128,39128,陽明山國小,Yangmingshan Elementary School,0,22,25.11796,121.55207,wsqqvuxd,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157527,Taipei,0813,1,TPE2459,2459,,TPE129805,129805,敦南大地,DunnanDadiCommunity,0,15,25.00485452,121.5485939,wsqqjzuz,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10746,Taipei,0813,0,TPE2297,2297,,TPE37916,37916,捷運台電大樓站,MRT Taipower Building Sta.,0,36,25.02092,121.52803,wsqqm6yj,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155949,Taipei,0301,0,TPE8673,8673,,TPE21738,21738,國防醫學院(網球中心),National Defense Medical Center(Taipei Tennis Center),0,20,25.06831,121.59613,wsqqwgx9,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155949,Taipei,0301,1,TPE500,500,,TPE21776,21776,綜合市場,General Market,0,2,25.1157212492135,121.515801262638,wsqqvhjj,12,北投區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104610,Taipei,0301,0,TPE9448,9448,,TPE21756,21756,中影文化城,CMPC Movie City,0,41,25.0972634661547,121.543765927365,wsqqvbc6,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102820,Taipei,0913,1,TPE6925,6925,,TPE20980,20980,仁愛國泰醫院,Cathay General Hospital,-1,3,25.0378288007837,121.553215911831,wsqqqjbr,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102620,Taipei,0913,0,TPE942,942,,TPE20548,20548,臨江園,Linjiangyuan,0,11,25.1017,121.48915,wsqqu99s,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10821,Taipei,0303,1,TPE1000613,1000613,,TPE11065,11065,磺溪底,Huangxidi,0,8,25.14086137,121.5496272,wsqrjbv8,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155951,Taipei,0301,1,TPE941,941,,TPE21916,21916,聯合醫院陽明院區,Yangming Hospital,-1,13,25.105428,121.530534,wsqqv6rc,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107240,Taipei,0813,1,TPE7655,7655,,TPE37712,37712,汐止農會,XiZhi Farmers Association,0,7,25.063336,121.656,wsqw86eh,11,汐止區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10231,Taipei,0913,0,TPE4081,4081,,TPE10055,10055,民權建國路口,MinQuan &amp;amp; Jianguo Intersection,0,29,25.06248317,121.53746,wsqqtdkz,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104720,Taipei,0301,0,TPE4687,4687,,TPE59815,59815,捷運先嗇宮站,MRT Xianse Temple Station,-1,16,25.04619555,121.471299,wsqqkps8,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104710,Taipei,0301,0,TPE3501,3501,,TPE22000,22000,中原里,Zhongyuan Li,0,26,25.05424253,121.4499383,wsqqe8vp,5,新莊區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159203,Taipei,0303,1,TPE718,718,,TPE12547,12547,忠誠公園,Zhongcheng park,-1,13,25.1043342088164,121.525920635582,wsqqv6h7,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107480,Taipei,0813,1,TPE1000449,1000449,,TPE38104,38104,大安健康服務中心,Daan Dist. Health Center,0,15,25.0228925562998,121.543212145552,wsqqmg30,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102620,Taipei,0913,1,TPE5973,5973,,TPE20617,20617,建安新村,Jianan New Village,0,40,25.10601,121.48116,wsqqu67v,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10742,Taipei,0813,1,TPE1000807,1000807,,TPE17673,17673,財政園區,Ministry of Finance Park,0,33,24.995846,121.54099,wsqqjwr7,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104220,Taipei,0301,0,TPE4158,4158,,TPE57977,57977,民權東路口,Minquan E. Rd. Entrance,0,40,25.06145,121.552,wsqqtfr3,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155896,Taipei,0303,1,TPE1000622,1000622,,TPE39092,39092,白雲山莊,Baiyun Shanzhuang,-1,39,25.12291699,121.5516221,wsqqvvrp,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104160,Taipei,0301,1,TPE15038,15038,,TPE36000,36000,九芎街,Jiuqiong St.,0,27,25.07899,121.46489,wsqqsj2p,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10431,Taipei,0301,0,TPE1236,1236,,TPE11803,11803,民權中山路口,Minquan and Zhongshan Intersection,0,35,25.06285356,121.5230024,wsqqt6d3,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157683,Taipei,0301,1,TPE1000329,1000329,,TPE21394,21394,民權復興路口,Minquan and Fuxing Intersection,0,15,25.06222037,121.5446524,wsqqtf6n,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10241,Taipei,0913,1,TPE149,149,,TPE10289,10289,民權隧道,Minquan Tunnel,0,11,25.07190837,121.6048395,wsqqxhjy,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104170,Taipei,0301,1,TPE10428,10428,,TPE129829,129829,捷運三和國中站,MRT Sanhe Juior High School Sta.,0,35,25.07710199,121.486132,wsqqsmps,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102530,Taipei,0913,0,TPE8523,8523,,TPE203534,203534,內湖高中,Neihu High School,0,18,25.07901319,121.5883097,wsqqwv3z,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159697,Taipei,0913,1,TPE808,808,,TPE20850,20850,淨水廠,Water Purification Plant,0,5,25.139235,121.549738,wsqrjbmy,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104220,Taipei,0301,1,TPE3603,3603,,TPE21413,21413,聯邦社區,Lianbang Community,0,39,25.051113,121.452804,wsqqe8rj,5,新莊區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107630,Taipei,0813,0,TPE8666,8666,,TPE22535,22535,三民國中,Sanmin Junior High School,0,18,25.06901,121.58556,wsqqwexv,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107640,Taipei,0813,0,TPE1031,1031,,TPE22623,22623,成美幼稚園,Chengmei Kindergarten,0,27,25.05473551,121.5820702,wsqqw9j6,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157527,Taipei,0813,1,TPE2464,2464,,TPE57700,57700,景美國中,Jingmei Junior High School,0,1,24.992776404618,121.542708979168,wsqqjvb9,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159516,Taipei,0813,1,TPE1000037,1000037,,TPE17657,17657,興隆市場,Xinglong Market,0,25,24.9995842974218,121.547448469573,wsqqjzh1,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104620,Taipei,0301,0,TPE1000965,1000965,,TPE129808,129808,軍人公墓,Soldiers Public Cemetry,0,3,25.0332955,121.6121944,wsqqrm5m,9,南港區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159401,Taipei,0813,0,TPE2510,2510,,TPE22133,22133,萬壽橋頭(秀明),Wanshou Qiaotou,-1,4,24.9916682235675,121.5742290995,wsqqnmxe,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104820,Taipei,0301,0,TPE1888,1888,,TPE37101,37101,臺北車站(忠孝),Taipei Main Sta. (Zhongxiao),-1,31,25.0468151658683,121.514521527226,wsqqmpsh,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155951,Taipei,0301,1,TPE1073,1073,,TPE21951,21951,捷運東湖站(南湖高中),MRT Donghu Sta. (Nanhu High School),0,46,25.0674930032886,121.61150222666,wsqqx76u,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE101320,Taipei,1407,1,TPE1975,1975,,TPE33249,33249,小南門,Xiaonanmen,0,3,25.0380081419194,121.506812536211,wsqqkyn8,7,萬華區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104810,Taipei,0301,0,TPE1165605279,1165605279,,TPE201698,201698,捷運板新站,MRT Banxin Sta.,0,25,25.014557,121.472167,wsqqk1v2,1,板橋區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10332,Taipei,1304,1,TPE1991,1991,,TPE14310,14310,捷運公館站,MRT Gongguan,0,18,25.014321,121.534722,wsqqm9dy,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10811,Taipei,0303,1,TPE1000186,1000186,,TPE12570,12570,民權龍江路口,Minquan and Longjiang Intersection,0,27,25.0623255291835,121.540554014847,wsqqtdrn,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10142,Taipei,1407,0,TPE2520,2520,,TPE56983,56983,萬興圖書館,Wanxing Library,-1,42,24.98897,121.57697,wsqqnt1e,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155949,Taipei,0301,1,TPE915,915,,TPE21779,21779,齊賢華廈,Qixian Mansion,0,6,25.11844386,121.5249985,wsqqvkev,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159516,Taipei,0813,0,TPE244,244,,TPE125211,125211,武功國小(羅斯福),Wugong Elementary School(Roosevelt),0,24,25.00327364,121.5387822,wsqqjxty,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE118520,Taipei,0303,1,TPE16020,16020,,TPE36944,36944,圓環(南京),Taipei Circle(Nanjing),0,38,25.0535386682891,121.516898747231,wsqqt0vg,6,大同區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10293,Taipei,0913,0,TPE1000217,1000217,,TPE19030,19030,發電所(西松高中),Power Sta. (Xisong High School),0,15,25.055027,121.569875,wsqqw3hk,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102210,Taipei,0913,1,TPE3524,3524,,TPE20110,20110,民安陸橋,Minan land bridge,0,45,25.02243361,121.4261035,wsqq755y,5,新莊區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107340,Taipei,0813,1,TPE2465,2465,,TPE37854,37854,景華公園,Jinhua Park,0,13,24.99482216,121.5445573,wsqqjy4j,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102210,Taipei,0913,1,TPE3549,3549,,TPE20108,20108,後港社區,Hougang Community,0,43,25.02585,121.42461,wsqq75fd,5,新莊區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107340,Taipei,0813,1,TPE2376,2376,,TPE37860,37860,中港抽水站,Zhonggang Pumping Sta.,0,19,24.98616,121.55331,wsqqnh86,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157758,Taipei,1407,0,TPE1000554,1000554,,TPE16879,16879,力行國小,Lixing Elementary School,0,15,24.9813802657801,121.559783932422,wsqqn5tp,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104220,Taipei,0301,1,TPE1000162,1000162,,TPE21397,21397,民權吉林路口,Minquan and Jilin Intersection,0,20,25.0625939969562,121.529161500974,wsqqt6wb,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157527,Taipei,0813,0,TPE4878,4878,,TPE129794,129794,興安宮,Xingan Temple,0,18,24.99656,121.55034,wsqqjyqr,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107520,Taipei,0813,1,TPE6025,6025,,TPE22355,22355,師大,National Taiwan Normal U.,-1,46,25.026738138642,121.527713493878,wsqqm7vz,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107710,Taipei,0813,1,TPE1994,1994,,TPE38458,38458,捷運台大醫院站,MRT NTU Hospital,0,3,25.04222,121.51614,wsqqmnv3,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159516,Taipei,0813,0,TPE2063,2063,,TPE17607,17607,市政府(市府),Taipei City Hall(City Hall Rd.),0,53,25.0383666649821,121.563625169371,wsqqqnpg,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104610,Taipei,0301,1,TPE660,660,,TPE21795,21795,外雙溪(故宮),Waishuangxi(Gugong),0,22,25.0971722381372,121.546828656344,wsqqvbg9,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10328,Taipei,1304,1,TPE2974,2974,,TPE14540,14540,頭城,Toucheng,0,51,24.95188782,121.4914979,wsqmuw77,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155895,Taipei,0303,0,TPE943,943,,TPE39004,39004,聯勤陽明山招待所,CSF Yangmingshan Hostel,0,6,25.14819,121.54924,wsqrjfj6,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102210,Taipei,0913,0,TPE586,586,,TPE20067,20067,士林國中,Shilin Jr. High School,0,62,25.0946048451863,121.52330153373,wsqqv26d,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10821,Taipei,0303,1,TPE778,778,,TPE11109,11109,泰北中學,Taibei High School,0,30,25.0977513146504,121.534030294965,wsqqv8fk,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104810,Taipei,0301,0,TPE1794,1794,,TPE37018,37018,捷運龍山寺站,MRT Longshan Temple Sta.,0,37,25.035143,121.500164,wsqqkv98,7,萬華區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE103310,Taipei,1304,1,TPE4114,4114,,TPE35793,35793,碧潭,Bitan,0,30,24.95681082,121.5381708,wsqmvxjr,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107240,Taipei,0813,0,TPE1001152,1001152,,TPE37703,37703,摩登家庭社區,Modern Family Community,-1,37,25.0714240132516,121.665955449534,wsqw8s47,11,汐止區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10432,Taipei,0301,1,TPE8670,8670,,TPE10811,10811,文湖國小,Wenhu Elementary School,0,22,25.0843810062584,121.561535778783,wsqqwnqr,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102820,Taipei,0913,0,TPE2210,2210,,TPE20973,20973,仁愛國中,Renai Junior High School,0,54,25.03661955,121.5521758,wsqqmvz8,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104190,Taipei,0301,0,TPE3670,3670,,TPE36135,36135,空中大學,National Open Univ.,0,4,25.08671129,121.4677982,wsqqsnfh,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104160,Taipei,0301,1,TPE15044,15044,,TPE36005,36005,成功國小,Chenggong Elementary School,0,32,25.086317734311,121.45754212765,wsqqeyfd,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE101810,Taipei,1407,0,TPE1320,1320,,TPE34722,34722,建國啤酒廠,Jianguo Brewery,0,41,25.04706738,121.5363796,wsqqmxsj,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE118520,Taipei,0303,1,TPE10429,10429,,TPE36962,36962,格致中學(三和路),Ger-Jyh Senior High School,0,57,25.074357,121.490969,wsqqsseh,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107630,Taipei,0813,1,TPE8530,8530,,TPE22573,22573,東湖國小,Donghu Elementary School,0,27,25.068103,121.61672,wsqqx7w8,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107820,Taipei,0813,1,TPE2248,2248,,TPE38787,38787,自來水處(辛亥),Taipei Water Department(Xinhai ),-1,36,25.01748,121.54798,wsqqmfk9,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104730,Taipei,0301,0,TPE1690,1690,,TPE36903,36903,凌雲五村,Lingyun Village 5,0,67,25.036259,121.616893,wsqqrmww,9,南港區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10421,Taipei,0301,0,TPE50419,50419,,TPE197884,197884,長榮路,Changrong Rd.,0,8,25.092316,121.460664,wsqqezuv,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107650,Taipei,0813,1,TPE8521,8521,,TPE22726,22726,治磐新村,Zhipan New Village,0,15,25.0829452709661,121.56384168984,wsqqwq0n,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
