資料版本編號,附屬路線唯一識別代碼,所屬業管機關,營運業者編號,去返程 [0: 去程; 1: 返程; 2: 迴圈; 255: 未知],站牌所屬的站位唯一代碼,站牌所屬的站位代碼,站牌所屬的站名碼,站牌唯一識別代碼,地區既用中之站牌代碼,站牌中文名稱,站牌英文名稱,上下車站別 [0: 可上下車; 1: 可上車; -1: 可下車],路線經過站牌之順序,位置緯度(WGS84),位置經度(WGS84),地理識別碼,市區鄉鎮代碼,市區鄉鎮名稱,站牌位置縣市之代碼,來源端平台資料更新時間(yyyy-MM-dd HH:mm:ss),本平台資料更新時間(yyyy-MM-dd HH:mm:ss),資料代表日期(yyyy-MM-dd)
VersionID,SubrouteUID,Authority,OperatorNo,Direction,StationUID,StationID,StationNameID,StopUID,StopID,StopNameZh,StopNameEn,StopBoarding,StopSequence,PositionLat,PositionLon,Geohash,TownID,TownName,LocationCityCode,SrcUpdateTime,UpdateTime,InfoDate
1613,TPE157683,Taipei,0301,1,TPE36073,36073,,TPE182908,182908,環河路口,Huanhe Rd. Entrance,0,50,25.05498,121.43703,wsqqe35e,16,泰山區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159403,Taipei,0301,1,TPE1153,1153,,TPE10803,10803,麗山街,Lishan St.,0,18,25.081473,121.571386,wsqqwmvw,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104810,Taipei,0301,1,TPE2611,2611,,TPE155909,155909,板橋外站,Banqiao Bus Terminal Extension,0,24,25.010225,121.461797,wsqq7bvz,1,板橋區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155949,Taipei,0301,1,TPE3890,3890,,TPE138435,138435,齊福華廈,Qifu Mansion,0,7,25.11838172,121.5275693,wsqqvktt,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE108260,Taipei,0303,1,TPE30040,30040,,TPE39172,39172,嶺頭,Lingtou,0,20,25.1020154099508,121.540318712854,wsqqv9wv,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159516,Taipei,0813,0,TPE2519,2519,,TPE17509,17509,萬興國小,Wanxing Elementary School,0,5,24.989679,121.576757,wsqqnt1r,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107820,Taipei,0813,0,TPE1000446,1000446,,TPE38720,38720,辛亥國小,Xinhai Elementary School,0,18,25.0070201506128,121.55871833409,wsqqq0kk,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10421,Taipei,0301,1,TPE1165603255,1165603255,,TPE10615,10615,集賢路,Jixian Rd.,-1,9,25.087002,121.48288,wsqqsqvn,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10283,Taipei,0913,0,TPE30001,30001,,TPE18502,18502,捷運輔大站,MRT Fu Jen University Station,-1,21,25.032612,121.435466,wsqq7m49,5,新莊區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104420,Taipei,0303,1,TPE7214,7214,,TPE36401,36401,行義路,Xingyi Rd.,0,6,25.13056285,121.5279257,wsqqvqvu,12,北投區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157448,Taipei,0301,0,TPE6722,6722,,TPE21245,21245,市政府(松智),Taipei City Hall(Songzhi ),-1,55,25.03683458,121.5653434,wsqqqmc4,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10711,Taipei,0813,1,TPE2378,2378,,TPE17293,17293,文山一分局,Wenshan Police Sta. 1,-1,29,24.98887,121.56251,wsqqnjp4,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10754,Taipei,0813,0,TPE2029,2029,,TPE17934,17934,捷運台北101/世貿站(市府),MRT Taipei 101/World Trade Center Sta.(City Hall Rd.),-1,23,25.03376,121.56364,wsqqqjrb,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10142,Taipei,1407,1,TPE2928,2928,,TPE16969,16969,捷運新店區公所站(北新),MRT Hsintien City Hall Station,-1,29,24.967768,121.541385,wsqqj9px,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE101810,Taipei,1407,1,TPE1666,1666,,TPE34782,34782,南港展覽館,TWTC Nangang Exhibition Hall,-1,42,25.05513,121.61591,wsqqx3nh,9,南港區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107660,Taipei,0813,0,TPE8673,8673,,TPE22532,22532,國防醫學院(網球中心),National Defense Medical Center(Taipei Tennis Center),0,15,25.06831,121.59613,wsqqwgx9,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10283,Taipei,0913,0,TPE3602,3602,,TPE18500,18500,營盤口,Yingpankou,-1,20,25.031553,121.431382,wsqq7hze,5,新莊區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104150,Taipei,0301,1,TPE3662,3662,,TPE35883,35883,玉清宮,Yuqing Temple,0,31,25.08622627,121.4795429,wsqqsqf9,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102720,Taipei,0913,0,TPE795,795,,TPE20649,20649,捷運士林站(中正),MRT Shilin Sta.(Zhongzheng),0,5,25.095181,121.52579,wsqqv2kq,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10421,Taipei,0301,0,TPE581,581,,TPE194323,194323,士林區行政中心(中正),Shilin Admin. Center,0,30,25.092849,121.519562,wsqqv0pb,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104160,Taipei,0301,1,TPE2629,2629,,TPE36003,36003,長安街一,Changan St. 1,-1,30,25.0829588068251,121.4594698675,wsqqeyhn,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10736,Taipei,0813,0,TPE2019,2019,,TPE17846,17846,螢橋國小,Yingqiao Elementary School,-1,33,25.02615202,121.5146583,wsqqm5u7,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159930,Taipei,0913,1,TPE16021,16021,,TPE10443,10443,捷運中山站(志仁高中),MRT Zhongshan Sta.(Zhiren High School),-1,3,25.0527166073428,121.519607481985,wsqqt0xy,6,大同區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107630,Taipei,0813,1,TPE50001,50001,,TPE22551,22551,南京敦化路口(小巨蛋),Nanjing &amp;amp; Dunhua Intersection(Taipei&amp;nbsp;Arena),0,5,25.0517035084006,121.548353475095,wsqqtbsb,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10746,Taipei,0813,0,TPE4029,4029,,TPE37891,37891,司法新村,Sifa New Village,0,12,24.98327,121.56632,wsqqnk1f,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159520,Taipei,0913,1,TPE2044,2044,,TPE35449,35449,101國際購物中心,Taipei 101,0,2,25.034635,121.565536,wsqqqm3m,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107650,Taipei,0813,0,TPE1000203,1000203,,TPE22677,22677,康樂街,Kangle St.,0,6,25.0711232284945,121.619134959956,wsqqxs03,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159520,Taipei,0913,1,TPE4038,4038,,TPE59100,59100,五華國小,Wuhua Elementary School,0,37,25.08862,121.49249,wsqqsxhp,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE101810,Taipei,1407,1,TPE1534,1534,,TPE34768,34768,松山農會,Songshan Farmers Association,0,28,25.0499024516685,121.573848311551,wsqqw2pq,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10431,Taipei,0301,0,TPE8650,8650,,TPE11785,11785,民權國小,MinQuan Elementary School,0,26,25.06265373,121.5605346,wsqqw4t8,1,松山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107630,Taipei,0813,0,TPE50442,50442,,TPE22527,22527,明湖國小(公共電視台),Minghu Elementary School(PTS),0,10,25.0718101504888,121.609308386226,wsqqxk1j,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10735,Taipei,0813,1,TPE2394,2394,,TPE17540,17540,世新大學,Shih Hsin University,0,29,24.98854,121.54384,wsqqjv18,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE108240,Taipei,0303,1,TPE843,843,,TPE39171,39171,華興中學,Huaxing High School,0,18,25.10410142,121.5381247,wsqqvdj3,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10742,Taipei,0813,1,TPE2415,2415,,TPE17703,17703,政大,National Chengchi U.,0,48,24.9878362086283,121.574633255625,wsqqnkzu,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE101320,Taipei,1407,1,TPE2648,2648,,TPE33275,33275,浮洲橋,Fuzhou Bridge,0,30,24.99474,121.44318,wsqq5w0h,1,板橋區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE103310,Taipei,1304,0,TPE1001042,1001042,,TPE35738,35738,寶興路口,Baoxing Rd. Entrance,-1,19,24.974114,121.548391,wsqqjfku,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157453,Taipei,0913,0,TPE1000611,1000611,,TPE20811,20811,新安,Xinan,0,22,25.124863,121.550228,wsqqvvy4,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10711,Taipei,0813,1,TPE1847,1847,,TPE17250,17250,一女中(公園),Taipei First Girls High School(Gongyuan),0,4,25.03800782,121.5149627,wsqqmnh2,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10741,Taipei,0813,1,TPE2490,2490,,TPE14725,14725,萬芳社區,Wanfang Community,-1,5,25.0022533526966,121.569815966856,wsqqnrs2,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157694,Taipei,0307,0,TPE14221,14221,,TPE37092,37092,光復橋,Guangfu Bridge,-1,21,25.02103,121.483153,wsqqk6vq,1,板橋區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10721,Taipei,0813,1,TPE2430,2430,,TPE11547,11547,師大分部,National Taiwan Normal University Branch,0,23,25.0081406778406,121.538064047069,wsqqm8t6,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10283,Taipei,0913,1,TPE6021,6021,,TPE18612,18612,復興南路口,Fuxing S. Rd. Entrance,0,13,25.0251035284638,121.542376119519,wsqqmg8m,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE101810,Taipei,1407,1,TPE1814,1814,,TPE34746,34746,萬華車站,Wanhua Station,0,6,25.03440391,121.5011471,wsqqkv67,7,萬華區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104160,Taipei,0301,0,TPE3638,3638,,TPE35916,35916,九芎街,Jiuqiong St.,0,13,25.07935,121.465375,wsqqsj83,14,蘆洲區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10726,Taipei,0813,0,TPE2085,2085,,TPE17020,17020,富陽街口,Fuyang St. Entrance,0,32,25.0210340657202,121.555910878022,wsqqq4fq,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10142,Taipei,1407,0,TPE2429,2429,,TPE57416,57416,風動石,Fengdongshi,0,49,25.0011783104188,121.579255519338,wsqqnx76,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104160,Taipei,0301,0,TPE50040,50040,,TPE35937,35937,捷運西門站,MRT Ximen Sta.,0,37,25.0409460489424,121.508219187662,wsqqkyxd,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104190,Taipei,0301,0,TPE2348,2348,,TPE36156,36156,聯合報,United Daily News,0,26,25.0411343471192,121.562106434251,wsqqqnwg,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107240,Taipei,0813,0,TPE1001233,1001233,,TPE37679,37679,龍口市場,Longkou Market,-1,10,25.029143,121.511735,wsqqmh6j,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10332,Taipei,1304,1,TPE2199,2199,,TPE14306,14306,臺大綜合體育館,NTU Sports Center,0,16,25.0215502113013,121.534113646475,wsqqme43,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102780,Taipei,0913,1,TPE6000,6000,,TPE35470,35470,延平長安路口,Yanping and Changan Intersection,-1,22,25.053232,121.511847,wsqqt0f1,6,大同區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104820,Taipei,0301,0,TPE6012,6012,,TPE37078,37078,鄉雲里,Xiangyun Li,0,7,25.00438447,121.4598975,wsqq5zum,1,板橋區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10334,Taipei,1304,0,TPE1000548,1000548,,TPE14730,14730,捷運景美站,MRT Jingmei,0,23,24.9923660373449,121.540761674692,wsqqjtxr,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159699,Taipei,0913,1,TPE690,690,,TPE20835,20835,圳仔頭,Zunzitou,0,2,25.13203,121.57509,wsqqyx0k,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE108220,Taipei,0303,0,TPE832,832,,TPE38980,38980,游園站,Youyuan Stop,0,9,25.1757892954943,121.541793931079,wsqrjz05,12,北投區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10783,Taipei,0813,1,TPE60000,60000,,TPE17698,17698,得和路,Dehe Rd.,0,31,25.00023,121.51834,wsqqjpnu,4,永和區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107670,Taipei,0813,1,TPE1000211,1000211,,TPE38407,38407,五分埤,Wufenpi,0,25,25.0761334864734,121.621188834486,wsqqxscz,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10721,Taipei,0813,0,TPE2360,2360,,TPE11463,11463,羅斯福浦城街口,Roosevelt and Pucheng Intersection,0,7,25.0223114690134,121.526500263267,wsqqm7hv,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159927,Taipei,0913,0,TPE1000314,1000314,,TPE10265,10265,南港高中,Nangang High School,0,33,25.0530195,121.5949802,wsqqwbyb,9,南港區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107820,Taipei,0813,0,TPE4613,4613,,TPE29411,29411,老松國小,Laosong Elementary School,0,44,25.0382620086784,121.502569664855,wsqqky56,7,萬華區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10251,Taipei,0913,0,TPE1029,1029,,TPE10405,10405,成功路三段,Chenggong Rd. Sec. 3,0,18,25.0798544258006,121.589838083526,wsqqwveh,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107660,Taipei,0813,0,TPE980,980,,TPE29228,29228,三總內湖站,Tri-Service General Hospital,-1,16,25.071852,121.592095,wsqqwuhw,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159425,Taipei,0813,0,TPE2360,2360,,TPE11463,11463,羅斯福浦城街口,Roosevelt and Pucheng Intersection,0,7,25.0223114690134,121.526500263267,wsqqm7hv,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10332,Taipei,1304,1,TPE6681,6681,,TPE14296,14296,仁愛新生路口,Renai and Xinsheng Intersection,0,11,25.03851244,121.5326821,wsqqmw17,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10726,Taipei,0813,1,TPE6024,6024,,TPE17036,17036,溫州街口,Wenzhou St. Entrance,0,11,25.0263548162126,121.532693859225,wsqqmecm,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10241,Taipei,0913,1,TPE1000319,1000319,,TPE10271,10271,南港高中,Nangang High School,0,2,25.0529513842885,121.595233108141,wsqqwbyb,9,南港區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102620,Taipei,0913,1,TPE1422,1422,,TPE20584,20584,民生重慶路口,Minsheng and Chongqing Intersection,0,7,25.0567660236851,121.513825816749,wsqqt17w,6,大同區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107450,Taipei,0813,0,TPE1000441,1000441,,TPE22147,22147,忠順街口,Zhongshun St. Entrance,0,17,24.9843077885823,121.561829231052,wsqqnhq8,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104720,Taipei,0301,1,TPE792,792,,TPE180857,180857,教師中心,Teachers Center,0,4,25.149554,121.549422,wsqrjfmd,12,北投區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157683,Taipei,0301,1,TPE1240,1240,,TPE21396,21396,民權松江路口,Minquan and Songjiang Intersection,0,18,25.06252486,121.5334388,wsqqtd3z,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107470,Taipei,0813,1,TPE2387,2387,,TPE38033,38033,木柵國小,Muzha Elementary School,-1,22,24.9915933733952,121.570181640374,wsqqnmsd,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159930,Taipei,0913,1,TPE8663,8663,,TPE10467,10467,上灣仔,Shangwanzi,0,16,25.066818699184,121.590714855835,wsqqwg78,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157453,Taipei,0913,1,TPE734,734,,TPE20859,20859,明德新村,Mingde New Village,0,25,25.1199719299295,121.552923408446,wsqqyhbn,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10712,Taipei,0813,1,TPE2400,2400,,TPE17415,17415,石壁坑,Shibikeng,0,44,25.0026452670992,121.58298514477,wsqqnxw4,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107470,Taipei,0813,1,TPE2367,2367,,TPE38031,38031,久康街口,Jiukang St. Entrance,0,20,24.9895792490522,121.564680250523,wsqqnm0w,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104410,Taipei,0301,0,TPE581,581,,TPE36248,36248,士林區行政中心(中正),Shilin Admin. Center,0,55,25.092849,121.519562,wsqqv0pb,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104220,Taipei,0301,0,TPE991,991,,TPE21367,21367,內湖行政大樓,Neihu Admin. Building,0,48,25.06893468,121.5889192,wsqqwgdm,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10735,Taipei,0813,1,TPE2412,2412,,TPE17530,17530,武功國小(羅斯福),Wugong Elementary School(Roosevelt),0,23,25.00341174,121.5384705,wsqqjxtx,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10743,Taipei,0813,1,TPE50676,50676,,TPE15079,15079,政大清境社區,National Chengchi U. Qingjing Community,-1,28,24.98959656,121.5872624,wsqqnv1n,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104810,Taipei,0301,0,TPE4628,4628,,TPE37016,37016,西園29服飾基地,Fashion Institute of Taipei,0,35,25.03244,121.497718,wsqqktpb,7,萬華區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE104520,Taipei,0301,1,TPE10614,10614,,TPE36513,36513,穀保中學,Gubao High School,0,24,25.07213746,121.47112,wsqqshhx,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10743,Taipei,0813,0,TPE1000443,1000443,,TPE14995,14995,馬明潭(再興中學),Mamingtan(Zaixing High School),0,22,24.989363359859,121.559942504895,wsqqnjjj,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155895,Taipei,0303,0,TPE778,778,,TPE39026,39026,泰北中學,Taibei High School,-1,28,25.0977513146504,121.534030294965,wsqqv8fk,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10328,Taipei,1304,1,TPE2905,2905,,TPE14528,14528,安康車子路口,Ankang Chezi Rd. Intersection,0,45,24.95808137,121.5048646,wsqmuzmp,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10722,Taipei,0813,1,TPE1771,1771,,TPE12489,12489,青年公園(青年),Youth Park(Qingnian),-1,22,25.0259638732249,121.506023819486,wsqqkgvf,7,萬華區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159516,Taipei,0813,1,TPE1000858,1000858,,TPE17655,17655,興德國小,Xingde Elementary School,0,24,25.0009828977016,121.550073640107,wsqqjzq1,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107470,Taipei,0813,0,TPE209,209,,TPE38007,38007,敦化和平路口,Dunhua and Heping intersection,0,21,25.02391,121.54898,wsqqmgmq,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE160377,Taipei,0813,1,TPE1938,1938,,TPE17516,17516,河堤國小,Heti Elementary School,0,16,25.02256,121.52355,wsqqm74w,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE160377,Taipei,0813,1,TPE2394,2394,,TPE17540,17540,世新大學,Shih Hsin University,0,29,24.98854,121.54384,wsqqjv18,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10723,Taipei,0813,0,TPE2307,2307,,TPE16882,16882,捷運六張犁站(基隆路),MRT Liuzhangli,-1,24,25.02377215,121.5519799,wsqqmgrq,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10328,Taipei,1304,1,TPE2412,2412,,TPE14500,14500,武功國小(羅斯福),Wugong Elementary School(Roosevelt),0,20,25.00341174,121.5384705,wsqqjxtx,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107630,Taipei,0813,0,TPE1025,1025,,TPE22519,22519,康湖隧道口(白馬山莊),Kanghu Tunnel(White Horse Villa),-1,2,25.0773157481393,121.622813623616,wsqqxt5j,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157453,Taipei,0913,0,TPE1001191,1001191,,TPE125656,125656,教師中心,Teachers Center,0,31,25.150204,121.547813,wsqrjfkq,12,北投區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10241,Taipei,0913,1,TPE2727,2727,,TPE10305,10305,木南煤礦,Munan Coal Mine,0,19,25.066839,121.624809,wsqqxek2,11,汐止區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10334,Taipei,1304,1,TPE1001038,1001038,,TPE14808,14808,中生橋頭,Dispatch Station ZhongShanOiaoTou,-1,43,24.953409,121.564133,wsqmyq8k,6,新店區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10251,Taipei,0913,1,TPE5048,5048,,TPE59887,59887,潭美公園,Tan-mei Park,0,15,25.05938646,121.5860189,wsqqwcbj,10,內湖區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10432,Taipei,0301,0,TPE9404,9404,,TPE10717,10717,明水路口,Mingshui Rd. Entrance,0,11,25.08014,121.55263,wsqqtvxy,4,中山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE155949,Taipei,0301,0,TPE9448,9448,,TPE21756,21756,中影文化城,CMPC Movie City,0,40,25.0972634661547,121.543765927365,wsqqvbc6,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159695,Taipei,0301,0,TPE10448,10448,,TPE36366,36366,溪尾街口,Xiwei St. Entrance,0,12,25.07859797,121.4904676,wsqqst6t,2,三重區,NWT,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102630,Taipei,0913,0,TPE178,178,,TPE35315,35315,行義路一,Xingyi Rd. (1),-1,45,25.13278,121.52858,wsqqvrq3,12,北投區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE102780,Taipei,0913,1,TPE15119,15119,,TPE35453,35453,松山高中(基隆路),Songshan High School(Keelung Rd.),0,4,25.04423486,121.5664817,wsqqqr4j,2,信義區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159401,Taipei,0813,0,TPE1165604725,1165604725,,TPE196669,196669,山上運動場,Hillside Sports Field,0,9,24.98138,121.57901,wsqqneep,8,文山區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE107240,Taipei,0813,1,TPE3910,3910,,TPE37733,37733,和平中華路口,Heping &amp;amp; Zhonghua Intersection,0,31,25.03306,121.50573,wsqqkvju,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE157609,Taipei,0303,1,TPE563,563,,TPE11079,11079,下竹林,Xiazhulin,0,15,25.12941,121.54752,wsqqvysj,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10811,Taipei,0303,0,TPE6997,6997,,TPE12496,12496,開平餐飲學校,Kaiping Culinary School,0,9,25.029,121.54359,wsqqmu3k,3,大安區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE10736,Taipei,0813,0,TPE1744,1744,,TPE17857,17857,中華路北站,Zhonghua Rd. N. Stop,0,44,25.0456964941835,121.509380726049,wsqqmp2m,5,中正區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
1613,TPE159697,Taipei,0913,0,TPE14419,14419,,TPE20816,20816,淨水廠,Water Purification Plant,0,27,25.13917,121.5496,wsqrjbmw,11,士林區,TPE,2021-03-02 12:15:49,2021-03-02 23:30:09,2021-03-02
